STATION,PLATFORM,SERVING LINE,ORIGIN,DESTINATION,CONNECTION,DURATION,TRANSPORT_MODE,DELAY,STATUS
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,1,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,13,Bus,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,1,Stadtbahn,0,On time
VAIHINGEN_SCHILLERPLATZ,Vaihingen Schillerplatz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,44,Stadtbahn,0,On time
UNIVERSITÄT,Universität::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),23,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,14,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,15,Bus,0,On time
UNIVERSITÄT,Universität::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),23,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,14,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,92,Heslach Vogelrain,Leonberg - Rotebühlpl.,92:Heslach Vogelrain-Leonberg - Rotebühlpl.,,Bus,3,Delayed
UNIVERSITÄT,Universität::3,91,Feuerbach Bf,Lauchhau,91:Feuerbach Bf-Lauchhau,4,Bus,0,On time
UNIVERSITÄT,Universität::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),23,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,14,SEV-Bus,0,On time
UNIVERSITÄT,Universität::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,7,Bus,0,On time
UNIVERSITÄT,Universität::4,SEV1,Vaihingen,Hauptbf (Arnulf-Klett-Platz),SEV1:Vaihingen-Hauptbf (Arnulf-Klett-Platz),23,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,SEV1,Hauptbf (Arnulf-Klett-Platz),Vaihingen,SEV1:Hauptbf (Arnulf-Klett-Platz)-Vaihingen,14,SEV-Bus,0,On time
UNIVERSITÄT,Universität::3,84,Universität (Schleife),Vaihingen Bahnhof,84:Universität (Schleife)-Vaihingen Bahnhof,,Bus,0,On time
KALTENTAL,Kaltental::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,5,Stadtbahn,0,On time
KALTENTAL,Kaltental::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,40,Stadtbahn,0,On time
KALTENTAL,Kaltental::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),39,Stadtbahn,0,On time
KALTENTAL,Kaltental::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,5,Stadtbahn,0,On time
KALTENTAL,Kaltental::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,5,Stadtbahn,0,On time
KALTENTAL,Kaltental::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,40,Stadtbahn,0,On time
KALTENTAL,Kaltental::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),39,Stadtbahn,0,On time
KALTENTAL,Kaltental::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,5,Stadtbahn,0,On time
WALDECK,Waldeck::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,39,Stadtbahn,0,On time
WALDECK,Waldeck::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),38,Stadtbahn,0,On time
WALDECK,Waldeck::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,7,Stadtbahn,0,On time
WALDECK,Waldeck::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,7,Stadtbahn,0,On time
WALDECK,Waldeck::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,39,Stadtbahn,0,On time
WALDECK,Waldeck::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),38,Stadtbahn,0,On time
WALDECK,Waldeck::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,7,Stadtbahn,0,On time
WALDECK,Waldeck::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,31,Bus,0,On time
WALDECK,Waldeck::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,7,Stadtbahn,0,On time
KATZENBACHSTRASSE,Katzenbachstraße::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,7,Bus,0,On time
KATZENBACHSTRASSE,Katzenbachstraße::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,19,Bus,0,On time
KATZENBACHSTRASSE,Katzenbachstraße::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,7,Bus,0,On time
HEGEL_GYMNASIUM,Hegel-Gymnasium::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,19,Bus,0,On time
HEGEL_GYMNASIUM,Hegel-Gymnasium::3,81,Büsnauer Platz,Lambertweg,81:Büsnauer Platz-Lambertweg,7,Bus,0,On time
HEGEL_GYMNASIUM,Hegel-Gymnasium::3,86,Vaihingen Bf,Leinfelden Bf,86:Vaihingen Bf-Leinfelden Bf,16,Bus,0,On time
HEGEL_GYMNASIUM,Hegel-Gymnasium::4,81,Lambertweg,Büsnauer Platz,81:Lambertweg-Büsnauer Platz,19,Bus,0,On time
PESTALOZZI_SCHULE,Pestalozzi-Schule::4,82,Rohr Mitte,Waldeck,82:Rohr Mitte-Waldeck,10,Bus,0,On time
PESTALOZZI_SCHULE,Pestalozzi-Schule::3,82,Waldeck,Rohr Mitte,82:Waldeck-Rohr Mitte,9,Bus,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,14,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),31,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,14,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,32,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,14,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),31,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::6,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,14,Stadtbahn,0,On time
ERWIN_SCHOETTLE_PLATZ,Erwin-Schoettle-Platz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,32,Stadtbahn,0,On time
NOBELSTRASSE,Nobelstraße::3,92,Heslach Vogelrain,Leonberg - Rotebühlpl.,92:Heslach Vogelrain-Leonberg - Rotebühlpl.,22,Bus,4,Delayed
NOBELSTRASSE,Nobelstraße::3,91,Feuerbach Bf,Lauchhau,91:Feuerbach Bf-Lauchhau,2,Bus,0,On time
NOBELSTRASSE,Nobelstraße::4,747,Renningen Bf,Stuttgart Universität,747:Renningen Bf-Stuttgart Universität,,Bus,0,On time
NOBELSTRASSE,Nobelstraße::4,92,Rotebühlplatz,Heslach Vogelrain,92:Rotebühlplatz-Heslach Vogelrain,12,Bus,0,On time
MARIENPLATZ,Marienplatz::7,10,Marienplatz,Degerloch,10:Marienplatz-Degerloch,10,Zahnradbahn,0,On time
MARIENPLATZ,Marienplatz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,15,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::3,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,6,Bus,0,On time
MARIENPLATZ,Marienplatz::4,41,Lerchenrainschule,Berliner Platz (Liederhalle),41:Lerchenrainschule-Berliner Platz (Liederhalle),,Bus,0,On time
MARIENPLATZ,Marienplatz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,30,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),29,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,,Bus,0,On time
MARIENPLATZ,Marienplatz::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,3,Bus,0,On time
MARIENPLATZ,Marienplatz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,15,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,15,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,30,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),29,Stadtbahn,0,On time
MARIENPLATZ,Marienplatz::7,10,Marienplatz,Degerloch,10:Marienplatz-Degerloch,10,Zahnradbahn,0,On time
MARIENPLATZ,Marienplatz::3,41,Berliner Platz (Liederhalle),Lerchenrainschule,41:Berliner Platz (Liederhalle)-Lerchenrainschule,6,Bus,0,On time
MARIENPLATZ,Marienplatz::4,41,Lerchenrainschule,Berliner Platz (Liederhalle),41:Lerchenrainschule-Berliner Platz (Liederhalle),,Bus,0,On time
MARIENPLATZ,Marienplatz::3,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,,Bus,0,On time
MARIENPLATZ,Marienplatz::4,43,Pragsattel,Feuersee,43:Pragsattel-Feuersee,3,Bus,0,On time
MARIENPLATZ,Marienplatz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,15,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 3,92,Rotebühlplatz,Heslach Vogelrain ü. LEO,92:Rotebühlplatz-Heslach Vogelrain ü. LEO,,Bus,1,Delayed
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,29,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),28,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 3,44,Killesberg,Westbahnhof (Schleife),44:Killesberg-Westbahnhof (Schleife),13,Bus,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,17,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,17,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 2,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,26,Bus,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 1,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,26,Bus,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::2,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,29,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),28,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 3,44,Killesberg,Westbahnhof (Schleife),44:Killesberg-Westbahnhof (Schleife),13,Bus,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,17,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,17,Stadtbahn,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 2,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,26,Bus,0,On time
ÖSTERREICHISCHER_PLATZ,Österreichischer Platz::Pos. 1,44,Westbahnhof (Schleife),Killesberg,44:Westbahnhof (Schleife)-Killesberg,26,Bus,0,On time
UNIVERSITÄT__SCHLEIFE,Universität (Schleife)::Pos. 2,X60,Universität (Schleife),Leonberg Bf,X60:Universität (Schleife)-Leonberg Bf,18,Bus,0,On time
UNIVERSITÄT__SCHLEIFE,Universität (Schleife)::Pos. 2,X60,Leonberg Bf,Echterdingen Flughafen/Messe (SAB),X60:Leonberg Bf-Echterdingen Flughafen/Messe (SAB),19,Bus,0,On time
UNIVERSITÄT__SCHLEIFE,Universität (Schleife)::Pos. 1,84,Universität (Schleife),Vaihingen Bahnhof,84:Universität (Schleife)-Vaihingen Bahnhof,,Bus,0,On time
UNIVERSITÄT__SCHLEIFE,Universität (Schleife)::Pos. 2,X60,Echterdingen Flughafen/Messe (SAB),Leonberg Bf,X60:Echterdingen Flughafen/Messe (SAB)-Leonberg Bf,18,Bus,0,On time
STAATSGALERIE,Staatsgalerie::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),23,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,9,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::3,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 2,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,17,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,21,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,26,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::3,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,11,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 5,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,7,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U9,Hedelfingen,Vogelsang,U9:Hedelfingen-Vogelsang,9,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::2,U14,Vaihingen Bf,Mühlhausen (Stgt.),U14:Vaihingen Bf-Mühlhausen (Stgt.),23,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 2,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U2,Neugereut,Botnang,U2:Neugereut-Botnang,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::3,U1,Vaihingen Bf,Neugereut,U1:Vaihingen Bf-Neugereut,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::1,U14,Mühlhausen (Stgt.),Vaihingen Bf,U14:Mühlhausen (Stgt.)-Vaihingen Bf,21,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,17,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 3,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U1,Neugereut,Vaihingen Bf,U1:Neugereut-Vaihingen Bf,26,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::2,U2,Botnang,Neugereut,U2:Botnang-Neugereut,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 1,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::3,U9,Vogelsang,Hedelfingen,U9:Vogelsang-Hedelfingen,19,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 2,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,,Bus,0,On time
STAATSGALERIE,Staatsgalerie::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,11,Stadtbahn,0,On time
STAATSGALERIE,Staatsgalerie::Pos. 5,40,Vogelsang,Wagenburgstraße,40:Vogelsang-Wagenburgstraße,7,Bus,0,On time
OSTENDPLATZ,Ostendplatz::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,11,Stadtbahn,0,On time
OSTENDPLATZ,Ostendplatz::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,17,Stadtbahn,0,On time
OSTENDPLATZ,Ostendplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,26,Bus,0,On time
OSTENDPLATZ,Ostendplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,14,Bus,0,On time
OSTENDPLATZ,Ostendplatz::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,11,Stadtbahn,0,On time
OSTENDPLATZ,Ostendplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,26,Bus,0,On time
OSTENDPLATZ,Ostendplatz::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,17,Stadtbahn,0,On time
OSTENDPLATZ,Ostendplatz::4,45,Bad Cannstatt Bf,Buchwald,45:Bad Cannstatt Bf-Buchwald,8,Bus,0,On time
OSTENDPLATZ,Ostendplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,14,Bus,0,On time
OSTENDPLATZ,Ostendplatz::3,45,Buchwald,Bad Cannstatt Bf,45:Buchwald-Bad Cannstatt Bf,17,Bus,0,On time
HEGEL__SEIDENSTR,Hegel-/Seidenstr.::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,15,Bus,0,On time
HEGEL__SEIDENSTR,Hegel-/Seidenstr.::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,15,Bus,0,On time
HEGEL__SEIDENSTR,Hegel-/Seidenstr.::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,15,Bus,0,On time
HEGEL__SEIDENSTR,Hegel-/Seidenstr.::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,15,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,9,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,6,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,9,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,6,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,9,Bus,0,On time
BISMARCKPLATZ,Bismarckplatz::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,6,Bus,0,On time
HÖLDERLINPLATZ,Hölderlinplatz::1,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,28,Stadtbahn,0,On time
HÖLDERLINPLATZ,Hölderlinplatz::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,13,Bus,0,On time
HÖLDERLINPLATZ,Hölderlinplatz::1,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,28,Stadtbahn,0,On time
HÖLDERLINPLATZ,Hölderlinplatz::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,13,Bus,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,27,Stadtbahn,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,14,Bus,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,,Stadtbahn,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,27,Stadtbahn,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::3,40,Wagenburgstraße,Vogelsang,40:Wagenburgstraße-Vogelsang,14,Bus,0,On time
RUSSISCHE_KIRCHE,Russische Kirche::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,,Stadtbahn,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,11,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,26,Stadtbahn,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,8,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::1,U4,Untertürkheim Bf,Hölderlinplatz,U4:Untertürkheim Bf-Hölderlinplatz,3,Stadtbahn,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::4,43,Feuersee,Pragsattel,43:Feuersee-Pragsattel,19,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::5,41,Lerchenrainschule,Berliner Platz (Liederhalle),41:Lerchenrainschule-Berliner Platz (Liederhalle),2,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::3,42,Charlottenplatz,Erwin-Schoettle-Platz,42:Charlottenplatz-Erwin-Schoettle-Platz,11,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::4,42,Erwin-Schoettle-Platz,Charlottenplatz,42:Erwin-Schoettle-Platz-Charlottenplatz,8,Bus,0,On time
ROSENBERG__SEIDENSTRASSE,Rosenberg-/Seidenstraße::2,U4,Hölderlinplatz,Untertürkheim Bf,U4:Hölderlinplatz-Untertürkheim Bf,26,Stadtbahn,0,On time
